Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,//delay/1,1532,2,1000.0,1018.4211816886495,3.0486249997920822,1169.0855000006195,327.5718015665796,25.47821633533021,0.033261379027846226,1000,1000,1000,1000,1000,1100,1100,1200,1200,1200,1200
,Aggregated,1532,2,1000.0,1018.4211816886495,3.0486249997920822,1169.0855000006195,327.5718015665796,25.47821633533021,0.033261379027846226,1000,1000,1000,1000,1000,1100,1100,1200,1200,1200,1200
